company_name,location,location_type,sales,url,phone_number
"Wuhan Guide Infrared Co., Ltd.",Hubei(China),Headquarters,547419946,www.wuhan-guide.com,2781298268.0
"Fesco Adecco Human Resources Service Shanghai Co., Ltd.",Shanghai(China),Headquarters,547389136,www.fescoadecco.com,
Anhui Huamao Textile Company Limited,Anhui(China),Headquarters,547227236,www.chinahuamao.net,5565919808.0
"Beijing Cuiwei Tower Co.,Ltd.",Beijing(China),Headquarters,547052359,www.cwjt.com,1068241688.0
"Shanxi Kaijia Energy Group Co., Ltd.",Shanxi(China),Headquarters,546773841,www.kjnyjt.com,3547382893.0
"Hebei Shunde Investment Group Co.,Ltd.",Hebei(China),Headquarters,546745150,,3192620976.0
"Senton Energy Co.,Ltd.",Shandong(China),Headquarters,546605349,www.senton.cn,5358882717.0
"Zhanjiang Construction Engineering Co., Ltd.",Guangdong(China),Headquarters,546517824,www.lvyujz.com,7592218177.0
Sichuan Gas Turbine Research Institute Of Avic,Sichuan(China),Headquarters,546339903,,2883017624.0
"Bethel Automotive Safety Systems Co., Ltd",Anhui(China),Headquarters,546262907,www.btl-auto.com,
"Xuzhou Dongfang Logistics Group Co., Ltd.",Jiangsu(China),Headquarters,546152200,,51689020715.0
"Beijing Tongrentang Health Medicine Management Co.,Ltd.",Beijing(China),Headquarters,546012256,www.trthealth.com,1087126711.0
Guangzhou Iron & Steel Holdings Limited,Guangdong(China),Headquarters,545955399,,2081809899.0
"Chint Solar (Zhejiang) Co., Ltd",Zhejiang(China),Headquarters,545932358,energy.chint.com,57156058114.0
"Faw Toyota Motor Co., Ltd.",Tianjin(China),Headquarters,545894916,www.tftm.com.cn,2266230666.0
"Golden Sunshine Automobile Group Co., Ltd.",Shandong(China),Headquarters,545821600,www.jyggroup.cn,5398116305.0
Zhejiang Wenzhou Lucheng Rural Commercial Bank Company Limited,Zhejiang(China),Headquarters,545689813,www.lcrcbank.com,57788077070.0
"Jingjiang Yinhe Construction Installation Engineering Co., Ltd.",Jiangsu(China),Headquarters,545361889,,52384894198.0
"Kaishan Group Co., Ltd.",Shanghai(China),Headquarters,545082562,www.kaishancomp.com,5703662177.0
"Jiangsu Nantong Rural Commercial Bank Co., Ltd",Jiangsu(China),Headquarters,544971179,www.ntrcb.com,51385532877.0
"Zhejiang Vie Group Co.,Ltd",Zhejiang(China),Headquarters,544951968,www.viegroup.com.cn,57587658802.0
"Jiangsu Yangjian Group Co., Ltd.",Jiangsu(China),Headquarters,544891212,www.yzceg.com,51487931513.0
Zheshang Property And Casualty Insurance Company Limited,Zhejiang(China),Headquarters,544841278,www.zsins.com,57128299999.0
"Chuxiong Development Investment Co., Ltd.",Yunnan(China),Headquarters,544591685,,8783021877.0
"Zhaoqing Duanzhou Fengsheng Real Estate Management Construction Engineering Co., Ltd.",Guangdong(China),Headquarters,544354490,,7582808313.0
"Fuzhou Hi-And-New Tech Park Development Investment Group Co.,Ltd.",Jiangxi(China),Headquarters,544213023,,
"Guangdong Taiantang Pharmaceutical Co.,Ltd.",Guangdong(China),Headquarters,544209094,www.taiantang.net,75488116066.0
"Jilin Traffic Construction Group Co., Ltd.",Jilin(China),Headquarters,544185600,www.jlccg.com,43184654557.0
"Zhejiang Wanda Construction Group Co., Ltd.",Zhejiang(China),Headquarters,544065987,www.wandagroup.com,57587020160.0
China Ctexic Corporation,Beijing(China),Headquarters,544002226,www.ctexic.com,1065838209.0
Tongji University,Shanghai(China),Headquarters,543600120,www.tongji.edu.cn,2165983652.0
"Chongqing Jinke Real Estate Development Co., Ltd",Chongqing(China),Headquarters,543400000,,2363023656.0
Yancheng Transportation Investment Construction Holding Group Co. Ltd,Jiangsu(China),Headquarters,543367103,www.ycsjtjt.com,51569007012.0
Jiangsu Expressway Operation Management Center,Jiangsu(China),Headquarters,543297000,www.jsexpressway.com,2583277388.0
China National Pharmaceutical Foreign Trade Corporation,Beijing(China),Headquarters,543020675,www.sino-pharm.com,1062026699.0
"Fujian Lianmei Construction Group Co., Ltd.",Fujian(China),Headquarters,542937053,www.fjnyjt.com,5913925866.0
"Feicheng Mining Group Co., Ltd.",Shandong(China),Headquarters,542713188,www.fkjt.com,5383128000.0
"Hubei Provincial Communication Investment Indusrial Development Co.,Ltd.",Hubei(China),Headquarters,542678693,www.hbjtsy.com,2782880038.0
"Guiyang Guanshanhu Investment (Group) Co., Ltd",Guizhou(China),Headquarters,542667280,fgw.english.guiyang.gov.cn,84123510.0
"China Resources And Environment Co.,Ltd.",Beijing(China),Headquarters,542645069,www.zhongzaizihuan.com,1059535601.0
"Shandong Yuxing Construction Co., Ltd.",Shandong(China),Headquarters,542561600,www.sdyuxing.net,5383810239.0
"Shenyang Tonglian Group Co., Ltd.",Liaoning(China),Headquarters,542540000,www.tongliangroup.com,2424320083.0
"Sinolink Securities Co.,Ltd.",Sichuan(China),Headquarters,542492300,www.gjzq.com.cn,2886690021.0
"Lianzhong New Energy Co., Ltd.",Xizang(China),Headquarters,542457521,,2424909805.0
"Luenmei Quantum Co.,Ltd",Liaoning(China),Headquarters,542457521,www.luenmeilz.com,2423780808.0
"Sinkiang Xinjie Compressed Natural Gas Co., Ltd.",Xinjiang(China),Headquarters,542234000,www.xjcng.com,9913670795.0
"Xiangpiaopiao Food Co., Ltd.",Zhejiang(China),Headquarters,542192389,www.zjxpp.com,15267894273.0
"Cao County Shangdu Investment Co., Ltd.",Shandong(China),Headquarters,541956508,,5303233815.0
"Harbin Jisheng Technology Development Co., Ltd.",Heilongjiang(China),Headquarters,541736432,,45184330238.0
"Walvax Biotechnology Co.,Ltd.",Yunnan(China),Headquarters,541656025,www.walvax.com,871683128898955.0
"Shaanxi Automotive Industry Trade Co., Ltd.",Shaanxi(China),Headquarters,541641612,www.sxsqm.com,
"Sichuan Chengdu Wood Comprehensive Factory Co., Ltd.",Sichuan(China),Headquarters,541573015,,2883177568.0
"Chongqing Highway Transportation (Group) Co., Ltd.",Chongqing(China),Headquarters,541524644,www.cqgyjt.com,2363926247.0
"Xiamen Xianglu Chemical Fiber Co., Ltd.",Fujian(China),Headquarters,541469153,www.xmxl.com,5926882314.0
"Pactera Intelligence Technology Co., Ltd.",Beijing(China),Headquarters,541028106,www.superdxp.cn,1059875941.0
"Jiangxi Risheng Construction Engineering Co., Ltd.",Jiangxi(China),Headquarters,540592856,,7938447203.0
"Dahang Holdings Group Co., Ltd",Jiangsu(China),Headquarters,540295484,www.dahanggroup.com,51188418336.0
"Shandong Cotton Flax Co.,Ltd.",Shandong(China),Headquarters,540295000,www.sdmmgs.com,53182599769.0
"Foxconn Precision Electronics (Taiyuan) Co., Ltd.",Shanxi(China),Headquarters,540176256,www.foxconn.com,
"Jiamei Food Packaging (Chuzhou) Co.,Ltd",Anhui(China),Headquarters,539922109,www.chinafoodpack.com,5506821930.0
"Jinchen Group Co., Ltd.",Jiangsu(China),Headquarters,539917150,www.jcjt.com.cn,52388200020.0
"Tianjin 712 Communication & Broadcasting Co.,Ltd",Tianjin(China),Headquarters,539795409,www.712.cn,2265388293.0
"Chengdu Qingbaijiang District State Owned Asset Investment Sales Co., Ltd.",Sichuan(China),Headquarters,539784460,www.qbjgt.com,2861582887.0
"Tangshan Jidong Equipment And Engineering Co.,Ltd.",Hebei(China),Headquarters,539662296,www.jdzbgc.com,3158216998.0
"Jiangsu Wuzhong Economic & Technical Development Group Co.,Ltd.",Jiangsu(China),Headquarters,539532936,www.jswzetdg.cn,51266565128.0
"Goldenhome Living Co., Ltd.",Fujian(China),Headquarters,539300653,www.goldenhome.cc,5925556861.0
"Tongling Construction And Investment Holding Co.,Led",Anhui(China),Headquarters,539250129,www.tljtkg.com,5622887500.0
"Nanjing Thousand Chi Communications Technology Co., Ltd.",Jiangsu(China),Headquarters,539174784,www.qianchi365.com,13510072650.0
Zhejiang Xinao Textiles Inc.,Zhejiang(China),Headquarters,538944328,www.xinaotex.com,57388455866.0
"Atlantic China Welding Consumables,Inc.",Sichuan(China),Headquarters,538864710,www.weldatlantic.com,8135101327.0
Rianlon Corporation,Tianjin(China),Headquarters,538809963,www.rianlon.com,2283718817.0
"Qingdao Special Steel Co., Ltd.",Shandong(China),Headquarters,538438951,www.qdsteel.com,53258815085.0
"Jiangsu Dong'Ao Construction Group Co., Ltd.",Jiangsu(China),Headquarters,538321342,,2586520881.0
"Guangyuan'S Investment Holdings (Group) Co.,Ltd.",Sichuan(China),Headquarters,538261242,,8393267788.0
"Shaanxi Xixian New Area Fengxi New City Development And Construction(Group) Co., Ltd.",Shaanxi(China),Headquarters,538242002,www.xixianjituan.com,2938020075.0
Chongqing Land Group,Chongqing(China),Headquarters,538208215,www.cqdc.com,2363654088.0
"Shengyuan Group Co., Ltd.",Zhejiang(China),Headquarters,537996663,www.shengyuanjituan.com,57982686898.0
Cheng Tun Metals Ltd.,Fujian(China),Headquarters,537913280,,5925891686.0
"Longxing Chemical Stock Co.,Ltd.",Hebei(China),Headquarters,537856270,www.hb-lx.com.cn,3198869535.0
Daixian Zaolin Supply & Distribution Society,Shanxi(China),Headquarters,537601974,,3505240180.0
China Youth Daily Newspaper Office,Beijing(China),Headquarters,537591000,,
Harbin Vehicle Factory,Heilongjiang(China),Headquarters,537200810,,
Shanghai Avionics Company Limited,Shanghai(China),Headquarters,537156934,www.savic.com.cn,15045083256.0
"Guizhou Construction Engineering Group No.5 Construction Engineering Co.,Ltd.",Guizhou(China),Headquarters,536974721,www.gzjgjt-5.com,8515112060.0
"Glarun Technology Co.,Ltd",Jiangsu(China),Headquarters,536858467,www.glaruntech.com,2552787053.0
"Yancheng Traffic Holding Group Co., Ltd",Jiangsu(China),Headquarters,536781978,www.ycjtkgjt.com,51588886666.0
"Xinjiang Production And Construction Corps No. 5 Construction Engineering Co., Ltd.",Xinjiang(China),Headquarters,536731776,,9932031919.0
Shanghai University,Shanghai(China),Headquarters,536442396,www.shu.edu.cn,2156331820.0
"Hongbaoli Group Corporation, Ltd.",Jiangsu(China),Headquarters,536301299,www.hongbaoli.com,2557350016.0
"Beijing Jian'An Shiji Construction Engineering Co., Ltd.",Beijing(China),Headquarters,536100210,www.jiananshiji.com,
"Anhui Kouzijiu Sales Co., Ltd.",Anhui(China),Headquarters,535989772,www.ekouzi.com,5616899669.0
Guangdong Metals & Minerals Imp.& Exp. (Group) Co.,Guangdong(China),Headquarters,535801266,www.minmetals-gd.com,2087337797.0
"Easy Click Worldwide Network Technology Co., Ltd.",Shaanxi(China),Headquarters,535727863,www.yeahmobi.com,13720424090.0
Suqian Economic Development Corporation,Jiangsu(China),Headquarters,535668424,,52788859515.0
"Heilongjiang Construction Engineering Group Co.,Ltd.",Heilongjiang(China),Headquarters,535660000,www.hljhcgc.com,45151127236.0
"Zhejiang Hangzhouwan Architecture Group Co.,Ltd.",Zhejiang(China),Headquarters,535660000,www.hzwan.com,57185141082.0
"Beijing Capital Airlines Co., Ltd.",Beijing(China),Headquarters,535538640,www.jdair.net,
Jiangyin City Construction Investment Co. Ltd,Jiangsu(China),Headquarters,535396253,,51081606603.0
"Huainan Construction Development Holdings(Group)Co.,Ltd",Anhui(China),Headquarters,535189153,www.huainanjf.com,5546641786.0
"Beijing Meheco Yonstron Pharmaceutical Co., Ltd.",Beijing(China),Headquarters,535175583,www.meheco.cn,1062047332.0
"China Jingye Engineering Co., Ltd.",Beijing(China),Headquarters,534631731,www.mcczyjyy.com,
"Hebei Qixin Trade Group Co., Ltd.",Hebei(China),Headquarters,534428962,www.qxjt.com,3104089006.0
"Sinohydro Foundation Engineering Co., Ltd.",Tianjin(China),Headquarters,534396361,www.chinafec.com,2229362130.0
"Cosco Shipping (Qingdao) Co., Ltd.",Shandong(China),Headquarters,534267050,www.coscoqd.com,53285978711.0
"Yibin Xinxing Industry Investment Group Co., Ltd.",Sichuan(China),Headquarters,534195730,www.ybcjtjt.com,8318261777.0
"Shanghai Xunzan Supply Chain Science And Technology Co., Ltd.",Shanghai(China),Headquarters,534131530,corporate.jd.com,
"Jiugui Liquor Co.,Ltd.",Hunan(China),Headquarters,534074973,hwww.jiuguijiu000799.com,74388186030.0
"Air China Cargo Co., Ltd.",Beijing(China),Headquarters,533932190,www.airchinacargo.com.cn,1061465599.0
Nankai University,Tianjin(China),Headquarters,533830794,www.nankai.edu.cn,
"Daosui Group Engineering Co., Ltd.",Sichuan(China),Headquarters,533821632,www.dongxuguangdian.com.cn,8264825366.0
"Beijing Beiqi Mould & Plastic Technology Co., Ltd.",Beijing(China),Headquarters,533706979,,1080278488.0
"Beijing Taijie Weiye Technology Co.,Ltd.",Beijing(China),Headquarters,533604088,,1089471461.0
"Hunan Chendian International Development Co.,Ltd",Hunan(China),Headquarters,533565044,www.chinacdi.com,7352339233.0
"Weichai Heavy Machinery Co.,Ltd.",Shandong(China),Headquarters,533498253,cn.weichaigbaxis.com,
"Southwest Aluminium (Group) Co., Ltd.",Chongqing(China),Headquarters,533400000,www.swa.com.cn,
"Wuhan Raycus Fiber Laser Technologies Co., Ltd.",Hubei(China),Headquarters,533326504,www.raycuslaser.com,2781338818.0
"Guangdong Dongguan Silk Imp. & Exp. Co., Ltd.",Guangdong(China),Headquarters,533308528,,76922492888.0
"Bank Of Tangshan Co., Ltd",Hebei(China),Headquarters,533222355,www.ts-bank.cn,18610555123.0
"Beijing Life Insurance Co., Ltd.",Beijing(China),Headquarters,533192296,www.beijinglife.com.cn,
"China National Electric Apparatus Research Institute Co.,Ltd.",Guangdong(China),Headquarters,532994111,www.cei1958.com,2089050888.0
"Accenture (China) Co., Ltd.",Shanghai(China),Headquarters,532666724,www.accenture.com,
"Kunlun Financial Leasing Co.,Ltd.",Chongqing(China),Headquarters,532352094,www.klleasing.com,2359982692.0
"Shaanxi Astronautics Construction Group Co., Ltd.",Shaanxi(China),Headquarters,532243464,www.cscbi.cn,2986279466.0
"Zheshang Securities Co.,Ltd.",Zhejiang(China),Headquarters,532236084,www.stocke.com.cn,57128033505.0
"Jiamusi Zhongran City Gas Development Co.,Ltd.",Heilongjiang(China),Headquarters,532234700,,4548656613.0
"Meishan Henghui Natural Gas Co., Ltd.",Sichuan(China),Headquarters,532234700,,
"Qingyang Huiqin Oil Engineering Technical Service Co., Ltd.",Gansu(China),Headquarters,532234700,,
"Shandong Zhongheng Desen Holding Co., Ltd.",Shandong(China),Headquarters,532234700,,
"Suzhou Dongheng Gas Co., Ltd.",Jiangsu(China),Headquarters,532234700,,
"Yan'An Energy Service Co., Ltd.",Shaanxi(China),Headquarters,532234700,,
"Zhejiang Jiaotou New Energy Investment Co., Ltd.",Zhejiang(China),Headquarters,532234700,,
"Chongqingyuoucross Bordere Commerce Co.,Ltd.",Chongqing(China),Headquarters,532174001,www.xgqqg.com,2367860591.0
"Sprocomm Technologies Co.,Ltd.",Guangdong(China),Headquarters,532160603,www.sprocomm.com,75588292686.0
"Hejian Technology (Suzhou) Co., Ltd",Jiangsu(China),Headquarters,532125310,www.hjtc.com.cn,5126593129913175.0
China Everbright Bank Company Limited,Beijing(China),Headquarters,532088000,www.cebbank.com,1063636388.0
"Nanjing Nangang Industry Development Co., Ltd.",Jiangsu(China),Headquarters,531940000,,2557072901.0
"Sichuan He Zong Yao Yi Gou Medicine E Co., Ltd.",Sichuan(China),Headquarters,531918880,www.hezongyy.com,2883422535.0
"Fuzhou Zhongding Investment Co.,Ltd.",Fujian(China),Headquarters,531910449,,59188511191.0
Sichuan Dyestuff Mill,Chongqing(China),Headquarters,531889368,,
"Shanghai Jindao Construction Development Co., Ltd.",Shanghai(China),Headquarters,531465492,,9914886736.0
"Suzhou Ta&A Ultra Clean Technology Co.,Ltd.",Jiangsu(China),Headquarters,531446022,www.canmax.com.cn,51267610063.0
"Henan Hengxing Science And Technology Co., Ltd.",Henan(China),Headquarters,531246274,www.hengxingchinese.com,
"Jiangyan Taizhou City Urban Construction Investment And Development Co., Ltd.",Jiangsu(China),Headquarters,531226252,,52388271158.0
"Baoji Investment Group Co.,Ltd.",Shaanxi(China),Headquarters,531072804,www.bjtzjt.com,9173260680.0
"Shenhua Material Trade Co., Ltd.",Beijing(China),Headquarters,530805450,www.shenhuagroup.com.cn,1058131282.0
"Shaanxi Environmental Protection Industry Group Co., Ltd.",Shaanxi(China),Headquarters,530727429,www.sxhbjt.com,2989568111.0
"Yuyao City Lanshan Construction Co.,Ltd.",Zhejiang(China),Headquarters,530642790,,57462719181.0
Shanghai Minmetals Development Ltd.,Shanghai(China),Headquarters,530402341,www.shminmetals.com,2152292888.0
China New Era Group Corporation,Beijing(China),Headquarters,530226769,www.chinanewera.com,1088009988.0
"Tianjin Ruicheng Pharmacy Franchise Co., Ltd. Ltd.",Tianjin(China),Headquarters,530170088,,2258693252.0
"Tianjin Ruicheng Pharmacy Pharmaceutical Chain Co., Ltd.",Tianjin(China),Headquarters,530170088,,
"Anshan Metallurgical Group Construction And Installation Co., Ltd.",Liaoning(China),Headquarters,529874872,,4126430029.0
Guoyuan Securities Company Limited,Anhui(China),Headquarters,529859721,www.gyzq.com,55162207837.0
"Shandong Tai'An Tobacco Co., Ltd.",Shandong(China),Headquarters,529829370,,5388627701.0
"Zhongkuang Construction Group Co., Ltd.",Zhejiang(China),Headquarters,529767634,www.zjzkjs.com,57786055266.0
"Mayinglong Pharmaceutical Group Co.,Ltd",Hubei(China),Headquarters,529490929,www.mayinglong.cn,18154332016.0
"Zhejiang Feida Environmental Science & Technology Co., Ltd.",Zhejiang(China),Headquarters,529342017,www.feidaep.com,57587211326.0
"Lianyungang Industry Investment Group Co.,Ltd",Jiangsu(China),Headquarters,529327001,www.lygsgt.com,51885411116.0
"Fujian Xiamen Shipping Co., Ltd.",Fujian(China),Headquarters,529206000,www.xmship.com,5922396688.0
"Kama Co., Ltd.",Shanghai(China),Headquarters,529052291,www.kama.com.cn,
"Guiyang Public Transport Investment Operation Group Co., Ltd.",Guizhou(China),Headquarters,528775307,www.gyurt.com,13765826532.0
"Fujian Quanzhou Justsun Supply Chain Co., Ltd.",Fujian(China),Headquarters,528563391,www.justsun.cn,59526688088.0
"Toto (China) Co.,Ltd.",Beijing(China),Headquarters,528341406,www.toto.com.cn,1085298600.0
Dandong No.2 Construction Engineering Company,Liaoning(China),Headquarters,527836800,,4153127195.0
"Beijing Shichuang Hi-Tech Development Co., Ltd.",Beijing(China),Headquarters,527582136,www.zgcgroupec.com,
Wuhan University Of Technology,Hubei(China),Headquarters,527446878,www.whut.edu.cn,2787858005.0
"Harbin Zhongyanghong Group Co., Ltd.",Heilongjiang(China),Headquarters,527352000,www.zysc.cn,4514319416.0
"Dongfang Turbine Co., Ltd.",Sichuan(China),Headquarters,527315375,www.dfstw.com,
"Shenzhen Firstunion Technology Co., Ltd",Guangdong(China),Headquarters,527293440,www.chinafirstunion.com,18588256301.0
"Guangzhou Holike Creative Home Co.,Ltd.",Guangdong(China),Headquarters,527285720,www.holike.com,2089311873.0
"Bank Of Liaoyang Co., Ltd.",Liaoning(China),Headquarters,527272311,www.bankofliaoyang.net,4193733052.0
"Shenzhen Suning Yigou Sales Co., Ltd.",Guangdong(China),Headquarters,527239363,,75582344290.0
"Ningxia Darunmu Farm Produce Development Co., Ltd.",Ningxia(China),Headquarters,527220536,,13995277200.0
"Zhejiang Yasha Curtain Wall Co., Ltd.",Zhejiang(China),Headquarters,527209605,www.yashamq.com,57128168897.0
Luliang County No.4 Construction Engineering Company,Yunnan(China),Headquarters,527177004,,8746928996.0
